API,Hidden API
/repos/{owner}/{repo}/environments/{environment_name},/repos/{owner}/{repo}/environments/{environment_name}/secrets/{secret_name}
/repos/{owner}/{repo}/keys,/repos/{owner}/{repo}/collaborators
/en/rest/collaborators,/en/rest/pages
/en/rest/releases,/en/rest/pages
/app/installation-requests,/app/installations
/en/rest/issues/events,/en/rest/issues/issues
/repos/{owner}/{repo}/check-suites,/repos/{owner}/{repo}/activity
/repos/{owner}/{repo}/issues/{issue_number}/labels,/repos/{owner}/{repo}/issues/{issue_number}/lock
/users/{username}/gists,/users/{username}/repos
/repos/{owner}/{repo}/actions/secrets,/repos/{owner}/{repo}/actions/secrets/public-key
/en/rest/teams,/en/rest/using-the-rest-api
/en/rest/emojis,/en/rest/users
/teams/{team_id}/repos,/teams/{team_id}/projects
/orgs/{org}/issues,/orgs/{org}/invitations
/orgs/{org}/failed_invitations,/orgs/{org}/outside_collaborators
/en/rest/dependency-graph,/en/rest/issues
/app/installations,/app/installation-requests
/repos/{owner}/{repo}/issues,/repos/{owner}/{repo}/rulesets
/orgs/{org}/security-managers,/orgs/{org}/public_members
/repos/{owner}/{repo},/repos/{owner}/{repo}/releases/{release_id}/reactions
/repos/{owner}/{repo}/teams,/repos/{owner}/{repo}/issues
/repos/{owner}/{repo}/installation,/repos/{owner}/{repo}/issues
/repos/{owner}/{repo}/branches,/repos/{owner}/{repo}/topics
/orgs/{org}/hooks/{hook_id},/orgs/{org}/hooks/{hook_id}/deliveries
/repos/{owner}/{repo}/environments,/repos/{owner}/{repo}/pulls
/en/rest/codes-of-conduct,/en/rest/apps
/users/{username}/following/{target_user},/users/{username}/following
/en/rest/packages/packages,/en/rest
/orgs/{org}/members/{username},/orgs/{org}
/en/rest/git,/en/rest/checks
/repos/{owner}/{repo}/commits/{commit_sha}/pulls,/repos/{owner}/{repo}
/user/public_emails,/user/packages
/en/rest/projects/projects,/en/rest/projects
/repos/{owner}/{repo}/actions/runs/{run_id}/attempts/{attempt_number}/logs,/repos/{owner}/{repo}/actions/runs/{run_id}
/en/rest/using-the-rest-api/troubleshooting-the-rest-api,/en/rest/using-the-rest-api
/en/rest/metrics,/en/rest/quickstart
/repos/{owner}/{repo}/attestations/{subject_digest},/repos/{owner}/{repo}/attestations
/repos/{owner}/{repo}/actions/jobs/{job_id},/repos/{owner}/{repo}/actions/jobs/{job_id}/rerun
/repos/{owner}/{repo}/import,/repos/{owner}/{repo}/collaborators
/repos/{owner}/{repo}/issues,/repos/{owner}/{repo}/labels
/repos/{owner}/{repo}/installation,/repos/{owner}/{repo}/stargazers
/orgs/{org}/events,/orgs/{org}/personal-access-token-requests
/repos/{owner}/{repo}/automated-security-fixes,/repos/{owner}/{repo}/readme
/en/rest/gists,/en/rest/deployments
/repos/{owner}/{repo}/import,/repos/{owner}/{repo}/environments
/repos/{owner}/{repo}/commits,/repos/{owner}/{repo}/environments
/user/codespaces/{codespace_name}/machines,/user
/en/rest/markdown,/en/rest/markdown/markdown
/en/rest/rate-limit,/en/rest/security-advisories
/en/rest/branches,/en/rest/collaborators
/user/packages/{package_type}/{package_name},/user/packages
/repos/{owner}/{repo}/license,/repos/{owner}/{repo}/transfer
/en/rest/orgs/custom-properties,/en/rest/orgs/personal-access-tokens
/users/{username}/ssh_signing_keys,/users/{username}/keys
/en/rest,/en/rest/projects/cards
/orgs/{org}/teams,/orgs/{org}/projects
/orgs/{org}/teams/{team_slug}/projects/{project_id},/orgs/{org}/teams
/repos/{owner}/{repo}/environments/{environment_name}/variables,/repos/{owner}/{repo}/environments/{environment_name}
/en/rest/actions/secrets,/en/rest/actions/workflow-runs
/en/rest/issues/labels,/en/rest/issues/timeline
/orgs/{org}/teams/{team_slug}/discussions/{discussion_number}/reactions,/orgs/{org}/teams/{team_slug}/discussions
/en/rest/teams,/en/rest/codes-of-conduct
/repos/{owner}/{repo}/activity,/repos/{owner}/{repo}/attestations
/en/rest/interactions/orgs,/en/rest
/repos/{owner}/{repo}/subscription,/repos/{owner}/{repo}/pulls
/repos/{owner}/{repo}/branches/{branch}/protection/required_pull_request_reviews,/repos/{owner}/{repo}/branches/{branch}/protection
/repos/{owner}/{repo}/deployments,/repos/{owner}/{repo}/assignees
/repos/{owner}/{repo}/actions/runs/{run_id},/repos/{owner}/{repo}/actions/runs/{run_id}/approve
/repos/{owner}/{repo}/commits,/repos/{owner}/{repo}
/codes_of_conduct,/feeds
/en/rest/users,/en/rest/projects
/repos/{owner}/{repo}/actions/organization-secrets,/repos/{owner}/{repo}
/repos/{owner}/{repo}/comments/{comment_id},/repos/{owner}/{repo}
/users/{username}/packages/{package_type}/{package_name}/versions,/users/{username}
/en/rest/orgs/webhooks,/en/rest/orgs/orgs
/en/rest/authentication/keeping-your-api-credentials-secure,/en/rest
/repos/{owner}/{repo}/actions/runs/{run_id}/logs,/repos/{owner}/{repo}/actions/runs/{run_id}/deployment_protection_rule
/repos/{owner}/{repo}/environments/{environment_name},/repos/{owner}/{repo}/environments/{environment_name}/deployment_protection_rules
/repos/{owner}/{repo}/hooks,/repos/{owner}/{repo}/codespaces
/repos/{owner}/{repo}/activity,/repos/{owner}/{repo}/assignees
/en/rest/commits,/en/rest/rate-limit
/en/rest/secret-scanning,/en/rest/codespaces
/user/codespaces,/user/installations
/orgs/{org}/personal-access-token-requests,/orgs/{org}/outside_collaborators
/en/rest/orgs/orgs,/en/rest/orgs/custom-properties
/repos/{owner}/{repo}/issues/{issue_number}/timeline,/repos/{owner}/{repo}/issues
/en/rest/search,/en/rest/secret-scanning
/user/migrations/{migration_id}/archive,/user
/repos/{owner}/{repo}/hooks/{hook_id},/repos/{owner}/{repo}/hooks/{hook_id}/deliveries/{delivery_id}/attempts
/repos/{owner}/{repo}/keys,/repos/{owner}/{repo}/code-security-configuration
/en/rest/classroom,/en/rest/secret-scanning
/user/social_accounts,/user/migrations
/en/rest/metrics/statistics,/en/rest/metrics/community
/en/rest/using-the-rest-api/libraries-for-the-rest-api,/en/rest/using-the-rest-api
/en/rest/interactions,/en/rest/gists
/en/rest/checks/suites,/en/rest
/en/rest/metrics,/en/rest/checks
/users/{username}/events,/users/{username}/packages
/en/rest,/en/rest/packages
/repos/{owner}/{repo}/security-advisories/{ghsa_id}/forks,/repos/{owner}/{repo}/security-advisories/{ghsa_id}
/orgs/{org},/orgs/{org}/teams/{team_slug}/teams
/repos/{owner}/{repo}/issues/{issue_number}/assignees,/repos/{owner}/{repo}/issues/{issue_number}
/teams/{team_id}/members/{username},/teams/{team_id}
/orgs/{org}/attestations/{subject_digest},/orgs/{org}
/repos/{owner}/{repo}/actions/runners/remove-token,/repos/{owner}/{repo}/actions/runners
/repos/{owner}/{repo}/security-advisories,/repos/{owner}/{repo}/issues
/en/rest/markdown/markdown,/en/rest/markdown
/en/rest/guides/using-the-rest-api-to-interact-with-checks,/en/rest/guides/encrypting-secrets-for-the-rest-api
/repos/{owner}/{repo},/repos/{owner}/{repo}/commits/{ref}/check-runs
/user/codespaces,/user/codespaces/{codespace_name}/stop
/en/rest/issues,/en/rest/rate-limit
/repos/{owner}/{repo}/hooks,/repos/{owner}/{repo}/pages
/repos/{owner}/{repo}/branches,/repos/{owner}/{repo}/license
/orgs/{org}/members/{username}/codespaces,/orgs/{org}/members
/user/{account_id},/user/interaction-limits
/gists,/classrooms
/en/rest/collaborators,/en/rest/commits
/repos/{owner}/{repo}/collaborators,/repos/{owner}/{repo}/issues
/repos/{owner}/{repo}/branches/{branch}/protection/restrictions/teams,/repos/{owner}/{repo}/branches/{branch}/protection
/en/rest/issues/issues,/en/rest/issues/events
/repos/{owner}/{repo}/hooks/{hook_id}/pings,/repos/{owner}/{repo}/hooks/{hook_id}/tests
/en/rest/actions/variables,/en/rest/actions/secrets
/users/{username}/packages/{package_type}/{package_name}/versions,/users
/repos/{owner}/{repo}/autolinks,/repos/{owner}/{repo}/readme
/repos/{owner}/{repo}/releases/{release_id},/repos/{owner}/{repo}/releases/{release_id}/assets
/en/rest,/en/rest/guides/using-the-rest-api-to-interact-with-checks
/projects/columns/{column_id}/cards,/projects/columns/{column_id}
/repos/{owner}/{repo}/subscription,/repos/{owner}/{repo}/contributors
/repos/{owner}/{repo}/security-advisories,/repos/{owner}/{repo}/security-advisories/{ghsa_id}/cve
/en/rest/reactions,/en/rest/packages
/advisories,/events
/en/rest,/en/rest/repos
/repos/{owner}/{repo}/merges,/repos/{owner}/{repo}/comments
/repos/{owner}/{repo}/code-scanning/analyses,/repos/{owner}/{repo}/code-scanning/alerts
/en/rest/using-the-rest-api,/en/rest/emojis
/repos/{owner}/{repo}/hooks/{hook_id},/repos/{owner}/{repo}/hooks/{hook_id}/deliveries
/repos/{owner}/{repo}/actions/runs/{run_id}/cancel,/repos/{owner}/{repo}/actions/runs/{run_id}/rerun
/repos/{owner}/{repo}/actions/artifacts,/repos/{owner}/{repo}/actions/organization-secrets
/repos/{owner}/{repo},/repos/{owner}/{repo}/stats/code_frequency
/en/rest/dependabot,/en/rest/releases
/orgs/{org}/teams/{team_slug}/discussions,/orgs/{org}/teams/{team_slug}/discussions/{discussion_number}/comments/{comment_number}
/repos/{owner}/{repo}/actions/runs/{run_id}/pending_deployments,/repos/{owner}/{repo}/actions/runs/{run_id}/jobs
/orgs/{org}/projects,/orgs/{org}/organization-roles
/en/rest/licenses,/en/rest/security-advisories
/en/rest/users/keys,/en/rest/users/blocking
/markdown,/advisories
/repos/{owner}/{repo}/invitations,/repos/{owner}/{repo}/interaction-limits
/en/rest/apps,/en/rest/branches
/en/rest/orgs/custom-properties,/en/rest/orgs/security-managers
/users/{username}/attestations/{subject_digest},/users/{username}
/repos/{owner}/{repo}/pages,/repos/{owner}/{repo}/topics
/repos/{owner}/{repo}/keys,/repos/{owner}/{repo}/import
/gists/{gist_id}/commits,/gists/{gist_id}/forks
/markdown,/issues
/versions,/rate_limit
/en/rest/security-advisories/repository-advisories,/en/rest/security-advisories/global-advisories
/en/rest/meta,/en/rest/checks
/repos/{owner}/{repo}/notifications,/repos/{owner}/{repo}/private-vulnerability-reporting
/orgs/{org}/packages/{package_type}/{package_name}/restore,/orgs/{org}
/en/rest/git,/en/rest/activity
/orgs/{org}/outside_collaborators,/orgs/{org}/events
/user/social_accounts,/user/public_emails
/en/rest/guides,/en/rest/billing
/repos/{owner}/{repo}/code-security-configuration,/repos/{owner}/{repo}/projects
/users/{username},/users/{username}/packages/{package_type}/{package_name}/versions
/repos/{owner}/{repo}/branches/{branch}/protection/restrictions/users,/repos/{owner}/{repo}
/app,/rate_limit
/repos/{owner}/{repo}/rulesets,/repos/{owner}/{repo}/collaborators
/en/rest/codes-of-conduct,/en/rest/pulls
/en/rest/users/users,/en/rest/users/gpg-keys
/en/rest/projects,/en/rest/projects/collaborators
/en/rest/search,/en/rest/issues
/licenses,/octocat
/en/rest/dependency-graph,/en/rest/licenses
/repos/{owner}/{repo}/actions/runs/{run_id}/approvals,/repos/{owner}/{repo}/actions/runs/{run_id}/timing
/orgs/{org}/packages/{package_type}/{package_name},/orgs/{org}/packages/{package_type}/{package_name}/versions
/repos/{owner}/{repo},/repos/{owner}/{repo}/commits/{commit_sha}/pulls
/en/rest/branches,/en/rest/about-the-rest-api
/user/gpg_keys,/user/issues
/repos/{owner}/{repo}/git/matching-refs/{ref},/repos/{owner}/{repo}
/repos/{owner}/{repo}/actions/runs,/repos/{owner}/{repo}/actions/secrets
/en/rest/using-the-rest-api/getting-started-with-the-rest-api,/en/rest/using-the-rest-api/issue-event-types
/repos/{owner}/{repo},/repos/{owner}/{repo}/dependabot/secrets/{secret_name}
/repos/{owner}/{repo}/pulls/{pull_number}/update-branch,/repos/{owner}/{repo}/pulls/{pull_number}/codespaces
/codes_of_conduct,/repositories
/orgs/{org}/packages/{package_type}/{package_name},/orgs/{org}
/users/{username}/keys,/user
/repos/{owner}/{repo}/stargazers,/repos/{owner}/{repo}/merges
/en/rest/codespaces,/en/rest/migrations
/en/rest/actions/variables,/en/rest/actions/self-hosted-runners
/orgs/{org}/projects,/orgs/{org}/personal-access-tokens
/notifications,/events
/en/rest/codespaces,/en/rest/releases
/en/rest/deploy-keys,/en/rest/licenses
/en/rest/licenses,/en/rest/guides
/repos/{owner}/{repo}/git/refs,/repos/{owner}/{repo}
/orgs/{org}/interaction-limits,/orgs/{org}/hooks
/en/rest/authentication,/en/rest/meta
/orgs/{org}/blocks,/orgs/{org}/installations
/en/rest/gists,/en/rest/git
/en/rest/copilot,/en/rest/dependabot
/en/rest/apps/webhooks,/en/rest/apps/oauth-applications
/repos/{owner}/{repo}/forks,/repos/{owner}/{repo}/merges
/en/rest/dependency-graph,/en/rest/metrics
/repos/{owner}/{repo},/repos/{owner}/{repo}/dependency-graph/compare/{basehead}
/repos/{owner}/{repo}/attestations,/repos/{owner}/{repo}/releases
/repos/{owner}/{repo}/code-security-configuration,/repos/{owner}/{repo}/transfer
/en/rest/markdown,/en/rest/quickstart
/users/{username}/keys,/users/{username}/following
/user,/versions
/en/rest/issues/milestones,/en/rest/issues/events
/en/rest/metrics/community,/en/rest/metrics/statistics
/en/rest/git,/en/rest/deployments
/en/rest/git,/en/rest/code-security
/repos/{owner}/{repo}/projects,/repos/{owner}/{repo}/issues
/en/rest/migrations/source-imports,/en/rest/migrations/orgs
/en/rest/pulls,/en/rest/teams
/repos/{owner}/{repo}/codespaces,/repos/{owner}/{repo}/subscription
/repos/{owner}/{repo}/merge-upstream,/repos/{owner}/{repo}/subscription
/orgs/{org},/orgs/{org}/teams/{team_slug}/members
/en/rest/activity/watching,/en/rest/activity
/repos/{owner}/{repo}/comments,/repos/{owner}/{repo}/automated-security-fixes
/en/rest/repos,/en/rest/search
/repos/{owner}/{repo}/issues/{issue_number}/timeline,/repos/{owner}/{repo}/issues/{issue_number}/assignees
/en/rest/activity/watching,/en/rest/activity/feeds
/users,/users/{username}/attestations/{subject_digest}
/repos/{owner}/{repo}/license,/repos/{owner}/{repo}/activity
/en/rest/codes-of-conduct,/en/rest/classroom
/user/gpg_keys,/user/orgs
/en/rest/apps/oauth-applications,/en/rest/apps/webhooks
/user/projects,/user/social_accounts
/repos/{owner}/{repo}/branches,/repos/{owner}/{repo}/merge-upstream
/repos/{owner}/{repo}/codespaces/devcontainers,/repos/{owner}/{repo}/codespaces/permissions_check
/en/rest/authentication,/en/rest/actions
/repos/{owner}/{repo},/repos/{owner}/{repo}/branches/{branch}/protection/required_pull_request_reviews
/en/rest/users,/en/rest/using-the-rest-api
/repos/{owner}/{repo}/check-suites,/repos/{owner}/{repo}/check-suites/{check_suite_id}/check-runs
/repos/{owner}/{repo}/pages/health,/repos/{owner}/{repo}
/users/{username}/installation,/users/{username}
/en/rest/repos,/en/rest/repos/contents
/orgs/{org}/installations,/orgs/{org}
/user/codespaces/{codespace_name}/start,/user
/en/rest/copilot,/en/rest/licenses
/repos/{owner}/{repo}/assignees,/repos/{owner}/{repo}/pages
/en/rest/releases,/en/rest/codes-of-conduct
/orgs/{org}/teams,/orgs/{org}/codespaces
/en/rest/packages,/en/rest/users
/en/rest/guides/using-the-rest-api-to-interact-with-checks,/en/rest/guides/delivering-deployments
/repos/{owner}/{repo}/actions/workflows/{workflow_id}/enable,/repos/{owner}/{repo}/actions/workflows/{workflow_id}
/repos/{owner}/{repo}/keys,/repos/{owner}/{repo}/labels
/orgs/{org}/migrations/{migration_id}/repos/{repo_name}/lock,/orgs/{org}
/repos/{owner}/{repo}/pulls,/repos/{owner}/{repo}/check-suites
/en/rest/using-the-rest-api/github-event-types,/en/rest
/en/rest/releases,/en/rest/activity
/en/rest,/en/rest/authentication/permissions-required-for-fine-grained-personal-access-tokens
/repos/{owner}/{repo}/pulls,/repos/{owner}/{repo}/code-security-configuration
/en/rest/deploy-keys,/en/rest/checks
/user/installations,/user/social_accounts
/en/rest/meta,/en/rest/interactions
/repos/{owner}/{repo}/branches,/repos/{owner}/{repo}/branches/{branch}/protection/required_status_checks/contexts
/en/rest/users,/en/rest/repos
/en/rest/quickstart,/en/rest/authentication
/en/rest/deployments,/en/rest/gists
/repos/{owner}/{repo}/pulls/{pull_number}/files,/repos/{owner}/{repo}/pulls/{pull_number}/comments
/en/rest/actions/workflows,/en/rest
/en/rest/branches,/en/rest/reactions
/orgs/{org}/code-security/configurations/{configuration_id}/repositories,/orgs/{org}/code-security/configurations/{configuration_id}
/repos/{owner}/{repo},/repos/{owner}/{repo}/milestones
/en/rest/gists,/en/rest/codes-of-conduct
/en/rest/search,/en/rest/rate-limit
/en/rest/repos/tags,/en/rest/repos/webhooks
/repos/{owner}/{repo}/private-vulnerability-reporting,/repos/{owner}/{repo}/releases
/repos/{owner}/{repo},/repos/{owner}/{repo}/issues/{issue_number}/events
/repos/{owner}/{repo}/actions/runners/registration-token,/repos/{owner}/{repo}/actions/runners/remove-token
/en/rest/interactions,/en/rest/releases
/repos/{owner}/{repo}/actions/runs/{run_id}/approvals,/repos/{owner}/{repo}/actions/runs/{run_id}/logs
/repos/{owner}/{repo}/actions/cache/usage,/repos/{owner}/{repo}
/en/rest/pulls,/en/rest/security-advisories
/en/rest,/en/rest/users/blocking
/user/repos,/user/gpg_keys
/repos/{owner}/{repo}/tags,/repos/{owner}/{repo}/projects
/en/rest/using-the-rest-api,/en/rest/git
/orgs/{org}/security-managers,/orgs/{org}/teams
/en/rest/repos/custom-properties,/en/rest/repos/repos
/repos/{owner}/{repo}/teams,/repos/{owner}/{repo}/pulls
/en/rest/deployments,/en/rest/guides
/user,/user/installations/{installation_id}/repositories
/en/rest/about-the-rest-api,/en/rest/repos
/repos/{owner}/{repo}/issues/{issue_number}/reactions/{reaction_id},/repos/{owner}/{repo}
/users/{username}/subscriptions,/users/{username}/repos
/repos/{owner}/{repo}/actions/permissions/access,/repos/{owner}/{repo}/actions/permissions
/repos/{owner}/{repo}/hooks,/repos/{owner}/{repo}/hooks/{hook_id}/deliveries
/en/rest/gists,/en/rest/issues
/orgs/{org}/codespaces,/orgs/{org}/security-advisories
/user/social_accounts,/user/keys
/repos/{owner}/{repo}/labels,/repos/{owner}/{repo}/environments
/orgs/{org}/teams,/orgs/{org}/rulesets
/repos/{owner}/{repo}/git/tags/{tag_sha},/repos/{owner}/{repo}
/octocat,/users
/repos/{owner}/{repo}/merges,/repos/{owner}/{repo}/languages
/repos/{owner}/{repo}/code-scanning/default-setup,/repos/{owner}/{repo}/code-scanning/analyses
/repos/{owner}/{repo}/code-security-configuration,/repos/{owner}/{repo}/security-advisories
/en/rest/teams/discussion-comments,/en/rest
/repos/{owner}/{repo}/transfer,/repos/{owner}/{repo}/contributors
/en/rest/apps/installations,/en/rest/apps/marketplace
